probe	hgnc	ensembl
11718898_s_at	SPAG9	ENSG00000008294
11744885_a_at	SPAG9	ENSG00000008294
11718897_at	SPAG9	ENSG00000008294
11744886_a_at	SPAG9	ENSG00000008294
11755000_a_at	SPAG9	ENSG00000008294
11760212_at	SPAG9	ENSG00000008294
11759839_a_at	SPAG9	ENSG00000008294
11722345_s_at	CELSR3	ENSG00000008300
11752524_s_at	CELSR3	ENSG00000008300
11739600_s_at	AASS	ENSG00000008311
11755241_a_at	AASS	ENSG00000008311
11739601_at	AASS	ENSG00000008311
11750960_a_at	AASS	ENSG00000008311
11735914_a_at	PLEKHG6	ENSG00000008323
11733595_x_at	PLEKHG6	ENSG00000008323
11716618_at	SS18L2	ENSG00000008324
11733410_x_at	MPND	ENSG00000008382
11733409_a_at	MPND	ENSG00000008382
11724470_s_at	MGST1	ENSG00000008394
11724471_x_at	MGST1	ENSG00000008394
11747570_a_at	MGST1	ENSG00000008394
11723709_a_at	CRY1	ENSG00000008405
11732642_at	PGLYRP1	ENSG00000008438
11749795_a_at	NFIX	ENSG00000008441
11727161_a_at	NFIX	ENSG00000008441
11727162_x_at	NFIX	ENSG00000008441
11750645_a_at	NFIX	ENSG00000008441
11750902_x_at	NFIX	ENSG00000008441
11750285_a_at	NFIX	ENSG00000008441
11727160_at	NFIX	ENSG00000008441
11718737_a_at	ST3GAL1	ENSG00000008513
11736828_x_at	ST3GAL1	ENSG00000008513
11718739_a_at	ST3GAL1	ENSG00000008513
11718738_a_at	ST3GAL1	ENSG00000008513
11728553_a_at	MMP25	ENSG00000008516
11728552_a_at	MMP25	ENSG00000008516
11753515_a_at	IL32	ENSG00000008517
11736394_x_at	IL32	ENSG00000008517
11735174_a_at	IL32	ENSG00000008517
11734890_a_at	IL32	ENSG00000008517
11752427_a_at	MAPK8IP2	ENSG00000008735
11724942_x_at	MAPK8IP2	ENSG00000008735
11735424_a_at	MAPK8IP2	ENSG00000008735
11735425_x_at	MAPK8IP2	ENSG00000008735
11752473_x_at	MED24	ENSG00000008838
11720235_a_at	RHOBTB2	ENSG00000008853
11720233_a_at	RHOBTB2	ENSG00000008853
11720234_at	RHOBTB2	ENSG00000008853
11727211_a_at	HEATR5B	ENSG00000008869
11755770_x_at	HEATR5B	ENSG00000008869
11758436_s_at	SEC62	ENSG00000008952
11731450_s_at	SEC62	ENSG00000008952
11731453_at	SEC62	ENSG00000008952
11731449_s_at	SEC62	ENSG00000008952
11731451_at	SEC62	ENSG00000008952
11752899_s_at	SEC62	ENSG00000008952
11731452_s_at	SEC62	ENSG00000008952
11731454_a_at	SEC62	ENSG00000008952
11747209_s_at	SEC62	ENSG00000008952
11746444_at	RPS20	ENSG00000008988
11737810_at	RPS20	ENSG00000008988
11743396_a_at	CSDE1	ENSG00000009307
11743397_s_at	CSDE1	ENSG00000009307
11756480_s_at	CSDE1	ENSG00000009307
11731482_s_at	CSDE1	ENSG00000009307
11722029_a_at	UBE3C	ENSG00000009335
11722030_a_at	UBE3C	ENSG00000009335
11746615_a_at	UBE3C	ENSG00000009335
11750891_a_at	UBE3C	ENSG00000009335
11746351_a_at	REV3L	ENSG00000009413
11740540_a_at	REV3L	ENSG00000009413
11737984_at	TENM1	ENSG00000009694
11737985_s_at	TENM1	ENSG00000009694
11733554_a_at	PAX7	ENSG00000009709
11733555_at	PAX7	ENSG00000009709
11740562_at	MASP2	ENSG00000009724
11735645_a_at	MASP2	ENSG00000009724
11725595_a_at	IYD	ENSG00000009765
11762551_x_at	IYD	ENSG00000009765
11762846_x_at	IYD	ENSG00000009765
11751662_a_at	IYD	ENSG00000009765
11751879_a_at	IYD	ENSG00000009765
11740564_a_at	FAM76A	ENSG00000009780
11741803_a_at	FAM76A	ENSG00000009780
11742834_a_at	FAM76A	ENSG00000009780
11740517_a_at	FAM76A	ENSG00000009780
11740516_a_at	FAM76A	ENSG00000009780
11745165_a_at	TRAF3IP3	ENSG00000009790
11751424_a_at	TRAF3IP3	ENSG00000009790
11763426_a_at	TRAF3IP3	ENSG00000009790
11751425_x_at	TRAF3IP3	ENSG00000009790
11729528_a_at	POMT2	ENSG00000009830
11729527_a_at	POMT2	ENSG00000009830
11747309_s_at	VTA1	ENSG00000009844
11720040_s_at	VTA1	ENSG00000009844
11720039_a_at	VTA1	ENSG00000009844
11748985_x_at	VTA1	ENSG00000009844
11747308_a_at	VTA1	ENSG00000009844
11720038_at	VTA1	ENSG00000009844
11748984_a_at	VTA1	ENSG00000009844
11720037_at	VTA1	ENSG00000009844
11720041_x_at	VTA1	ENSG00000009844
11715309_s_at	MLXIPL	ENSG00000009950
11715308_s_at	MLXIPL	ENSG00000009950
11715310_s_at	MLXIPL	ENSG00000009950
11715307_s_at	MLXIPL	ENSG00000009950
11716388_a_at	BAZ1B	ENSG00000009954
11716389_a_at	BAZ1B	ENSG00000009954
11716387_s_at	BAZ1B	ENSG00000009954
11757841_s_at	RANBP9	ENSG00000010017
11724694_x_at	ETV7	ENSG00000010030
11751511_a_at	ETV7	ENSG00000010030
11750454_a_at	ETV7	ENSG00000010030
11761671_a_at	ETV7	ENSG00000010030
11756375_x_at	ETV7	ENSG00000010030
11762172_x_at	ETV7	ENSG00000010030
11750455_x_at	ETV7	ENSG00000010030
11729674_a_at	SPRTN	ENSG00000010072
11729675_a_at	SPRTN	ENSG00000010072
11758701_s_at	EEF1AKNMT	ENSG00000010165
11718115_a_at	EEF1AKNMT	ENSG00000010165
11718116_a_at	EEF1AKNMT	ENSG00000010165
11731512_a_at	DYRK4	ENSG00000010219
11741147_a_at	ZNF207	ENSG00000010244
11743727_s_at	ZNF207	ENSG00000010244
11741207_a_at	ZNF207	ENSG00000010244
11747855_a_at	UQCRC1	ENSG00000010256
11743979_a_at	UQCRC1	ENSG00000010256
11761061_at	UQCRC1	ENSG00000010256
11743398_s_at	STARD3NL	ENSG00000010270
11743399_x_at	STARD3NL	ENSG00000010270
11763855_x_at	CD9	ENSG00000010278
11746940_a_at	CD9	ENSG00000010278
11715568_a_at	CD9	ENSG00000010278
11715570_x_at	CD9	ENSG00000010278
11760669_s_at	CD9	ENSG00000010278
11761763_a_at	CD9	ENSG00000010278
11763854_a_at	CD9	ENSG00000010278
11715569_at	CD9	ENSG00000010278
11763509_at	CD9	ENSG00000010278
11729500_a_at	HHATL	ENSG00000010282
11744272_a_at	NCAPD2	ENSG00000010292
11747606_a_at	NCAPD2	ENSG00000010292
11720552_a_at	IFFO1	ENSG00000010295
11720551_a_at	IFFO1	ENSG00000010295
11737205_a_at	GIPR	ENSG00000010310
11725296_a_at	PHF7	ENSG00000010318
11734887_at	SEMA3G	ENSG00000010319
11734886_at	SEMA3G	ENSG00000010319
11754599_a_at	NISCH	ENSG00000010322
11716863_a_at	NISCH	ENSG00000010322
11716864_s_at	NISCH	ENSG00000010322
11752246_a_at	STAB1	ENSG00000010327
11756411_a_at	STAB1	ENSG00000010327
11724608_a_at	FUZ	ENSG00000010361
11747568_a_at	FUZ	ENSG00000010361
11724609_x_at	FUZ	ENSG00000010361
11752478_a_at	SLC6A13	ENSG00000010379
11751717_a_at	SLC6A13	ENSG00000010379
11744614_x_at	SLC6A13	ENSG00000010379
11759654_a_at	SLC6A13	ENSG00000010379
11744613_a_at	SLC6A13	ENSG00000010379
11759655_x_at	SLC6A13	ENSG00000010379
11732133_a_at	IDS	ENSG00000010404
11732132_a_at	IDS	ENSG00000010404
11747201_a_at	IDS	ENSG00000010404
11726881_a_at	IDS	ENSG00000010404
11760820_at	IDS	ENSG00000010404
11732131_x_at	IDS	ENSG00000010404
11751745_x_at	PRSS3	ENSG00000010438
11719384_at	PRSS3	ENSG00000010438
11729355_a_at	ZNF200	ENSG00000010539
11729354_a_at	ZNF200	ENSG00000010539
11738981_x_at	CD4	ENSG00000010610
11738979_x_at	CD4	ENSG00000010610
11750157_at	CD4	ENSG00000010610
11738980_a_at	CD4	ENSG00000010610
11738982_at	CD4	ENSG00000010610
11756066_a_at	LRRC23	ENSG00000010626
11735637_a_at	LRRC23	ENSG00000010626
11724712_a_at	LRRC23	ENSG00000010626
11756709_x_at	BTK	ENSG00000010671
11730847_a_at	BTK	ENSG00000010671
11736346_a_at	HFE	ENSG00000010704
11751543_x_at	HFE	ENSG00000010704
11742265_a_at	HFE	ENSG00000010704
11753161_a_at	HFE	ENSG00000010704
11736348_a_at	HFE	ENSG00000010704
11741480_x_at	HFE	ENSG00000010704
11759416_x_at	HFE	ENSG00000010704
11736347_x_at	HFE	ENSG00000010704
11763027_x_at	HFE	ENSG00000010704
11750977_a_at	SCMH1	ENSG00000010803
11750704_a_at	SCMH1	ENSG00000010803
11723405_s_at	SCMH1	ENSG00000010803
11723406_x_at	SCMH1	ENSG00000010803
11754587_a_at	FYN	ENSG00000010810
11722541_a_at	HIVEP2	ENSG00000010818
11722542_a_at	HIVEP2	ENSG00000010818
11754206_a_at	HIVEP2	ENSG00000010818
11754496_x_at	FMO1	ENSG00000010932
11748394_a_at	FMO1	ENSG00000010932
11720559_a_at	FMO1	ENSG00000010932
11727494_at	ELOA	ENSG00000011007
11727495_at	ELOA	ENSG00000011007
11733938_x_at	LYPLA2	ENSG00000011009
11750628_a_at	CLCN6	ENSG00000011021
11743239_a_at	CLCN6	ENSG00000011021
11720436_a_at	CLCN6	ENSG00000011021
11715208_s_at	CLCN6	ENSG00000011021
11720434_at	CLCN6	ENSG00000011021
11720435_s_at	CLCN6	ENSG00000011021
11720386_x_at	MRC2	ENSG00000011028
11720387_a_at	MRC2	ENSG00000011028
11751108_x_at	MRC2	ENSG00000011028
11720385_a_at	MRC2	ENSG00000011028
11730859_a_at	SLC6A7	ENSG00000011083
11730860_at	SLC6A7	ENSG00000011083
11717082_a_at	TSPAN9	ENSG00000011105
11717083_x_at	TSPAN9	ENSG00000011105
11748378_a_at1	BTBD7	ENSG00000011114
11725199_at1	BTBD7	ENSG00000011114
11719428_a_at1	BTBD7	ENSG00000011114
11758492_x_at1	BTBD7	ENSG00000011114
11719427_a_at1	BTBD7	ENSG00000011114
11755083_a_at	APBA3	ENSG00000011132
11752661_a_at	MKS1	ENSG00000011143
11719309_a_at	MKS1	ENSG00000011143
11752662_x_at	MKS1	ENSG00000011143
11723703_s_at	ABHD5	ENSG00000011198
11723706_at	ABHD5	ENSG00000011198
11723702_at	ABHD5	ENSG00000011198
11723704_at	ABHD5	ENSG00000011198
11723705_at	ABHD5	ENSG00000011198
11723701_at	ABHD5	ENSG00000011198
11758166_s_at	ANOS1	ENSG00000011201
11726397_at	ANOS1	ENSG00000011201
11726396_x_at	ANOS1	ENSG00000011201
11750884_a_at	AKAP8L	ENSG00000011243
11730171_a_at	AKAP8L	ENSG00000011243
11721413_at	MBTD1	ENSG00000011258
11746969_a_at	MBTD1	ENSG00000011258
11716868_at	UTP18	ENSG00000011260
11716869_at	UTP18	ENSG00000011260
11723735_a_at	RNF216	ENSG00000011275
11750493_x_at	RNF216	ENSG00000011275
11723737_x_at	RNF216	ENSG00000011275
11750492_a_at	RNF216	ENSG00000011275
11723736_a_at	RNF216	ENSG00000011275
11756376_a_at	TTC19	ENSG00000011295
11716645_a_at	TTC19	ENSG00000011295
11761855_x_at	DPF1	ENSG00000011332
11742102_x_at	DPF1	ENSG00000011332
11732879_a_at	DPF1	ENSG00000011332
11751137_x_at	DPF1	ENSG00000011332
11742248_x_at	DPF1	ENSG00000011332
11739373_a_at	SYT7	ENSG00000011347
11739375_at	SYT7	ENSG00000011347
11739374_at	SYT7	ENSG00000011347
11718987_at	LARS2	ENSG00000011376
11722896_a_at	PIK3C2A	ENSG00000011405
11756945_a_at	PIK3C2A	ENSG00000011405
11722895_a_at	PIK3C2A	ENSG00000011405
11760359_at	PIK3C2A	ENSG00000011405
11722894_s_at	PIK3C2A	ENSG00000011405
11742819_at	PLAUR	ENSG00000011422
11743063_x_at	PLAUR	ENSG00000011422
11742818_a_at	PLAUR	ENSG00000011422
11743062_a_at	PLAUR	ENSG00000011422
11738053_x_at	PLAUR	ENSG00000011422
11724466_x_at	ANLN	ENSG00000011426
11724464_a_at	ANLN	ENSG00000011426
11744787_a_at	ANLN	ENSG00000011426
11724465_a_at	ANLN	ENSG00000011426
11744013_a_at	WIZ	ENSG00000011451
11744012_at	WIZ	ENSG00000011451
11744014_a_at	WIZ	ENSG00000011451
11746310_a_at	WIZ	ENSG00000011451
11743684_a_at	RABGAP1	ENSG00000011454
11749520_a_at	RABGAP1	ENSG00000011454
11743685_a_at	RABGAP1	ENSG00000011454
11757283_s_at	DCN	ENSG00000011465
11736001_s_at	DCN	ENSG00000011465
11736002_s_at	DCN	ENSG00000011465
11763262_at	DCN	ENSG00000011465
11735168_a_at	QPCTL	ENSG00000011478
11762182_a_at	PPP5C	ENSG00000011485
11718622_x_at	PPP5C	ENSG00000011485
11745533_x_at	PPP5C	ENSG00000011485
11730776_s_at	CEP68	ENSG00000011523
11730777_a_at	CEP68	ENSG00000011523
11752311_x_at	CEP68	ENSG00000011523
11754555_x_at	CEP68	ENSG00000011523
11721362_a_at	MAP4K3	ENSG00000011566
11749687_a_at	MAP4K3	ENSG00000011566
11746091_a_at	MAP4K3	ENSG00000011566
11728142_a_at	ZBTB32	ENSG00000011590
11757635_a_at	TYROBP	ENSG00000011600
11723287_at	TYROBP	ENSG00000011600
11734802_x_at1	TMEM159	ENSG00000011638
11752971_a_at1	TMEM159	ENSG00000011638
11736402_at	GABRA3	ENSG00000011677
11736403_a_at	GABRA3	ENSG00000011677
11755416_x_at	BRCA1	ENSG00000012048
11735584_x_at	BRCA1	ENSG00000012048
11750373_a_at	BRCA1	ENSG00000012048
11749632_a_at	BRCA1	ENSG00000012048
11744317_x_at	BRCA1	ENSG00000012048
11728311_x_at	ERCC1	ENSG00000012061
11719830_a_at	ERCC1	ENSG00000012061
11726290_a_at	CD22	ENSG00000012124
11754830_a_at	CD22	ENSG00000012124
11723207_at	MBTPS2	ENSG00000012174
11723208_a_at	MBTPS2	ENSG00000012174
11763191_at	PRICKLE3	ENSG00000012211
11752639_x_at	PRICKLE3	ENSG00000012211
11728329_a_at	PRICKLE3	ENSG00000012211
11723193_s_at	LTF	ENSG00000012223
11755996_s_at	LTF	ENSG00000012223
11717222_a_at	EXTL3	ENSG00000012232
11717224_s_at	EXTL3	ENSG00000012232
11717223_a_at	EXTL3	ENSG00000012232
11756222_a_at	NR1H4	ENSG00000012504
11716078_a_at	ELOVL5	ENSG00000012660
11757300_s_at	ELOVL5	ENSG00000012660
11726337_a_at1	ALOX5	ENSG00000012779
11726338_a_at1	ALOX5	ENSG00000012779
11755369_a_at	KDM5D	ENSG00000012817
11726814_x_at	KDM5D	ENSG00000012817
11726813_a_at	KDM5D	ENSG00000012817
11745012_a_at	KDM5D	ENSG00000012817
11761654_a_at	KDM5D	ENSG00000012817
11747528_a_at	CALCOCO1	ENSG00000012822
11716079_a_at	CALCOCO1	ENSG00000012822
11747529_x_at	CALCOCO1	ENSG00000012822
11760866_x_at	CALCOCO1	ENSG00000012822
11747299_a_at	CALCOCO1	ENSG00000012822
11716080_a_at	CALCOCO1	ENSG00000012822
11719283_a_at1	UBR7	ENSG00000012963
11719284_a_at1	UBR7	ENSG00000012963
11724906_a_at	MAP4K5	ENSG00000012983
11724907_a_at	MAP4K5	ENSG00000012983
11724905_a_at	MAP4K5	ENSG00000012983
11746061_a_at	EHD3	ENSG00000013016
11719596_at	EHD3	ENSG00000013016
11719597_a_at	EHD3	ENSG00000013016
11718882_x_at1	PSMC4	ENSG00000013275
11718881_a_at1	PSMC4	ENSG00000013275
11727979_a_at	MAN2B2	ENSG00000013288
11752109_a_at	MAN2B2	ENSG00000013288
11758992_at	MAN2B2	ENSG00000013288
11743938_at	SLC7A14	ENSG00000013293
11743937_at	SLC7A14	ENSG00000013293
11723225_a_at	CLDN11	ENSG00000013297
11761548_x_at	CLDN11	ENSG00000013297
11747704_a_at	CLDN11	ENSG00000013297
11715517_s_at	SLC25A39	ENSG00000013306
11716135_a_at	MVP	ENSG00000013364
11749978_a_at	MVP	ENSG00000013364
11717502_a_at	NUB1	ENSG00000013374
11717503_s_at	NUB1	ENSG00000013374
11762262_a_at	NUB1	ENSG00000013374
11763172_at	PGM3	ENSG00000013375
11763174_at	PGM3	ENSG00000013375
11755197_a_at	PGM3	ENSG00000013375
11763173_s_at	PGM3	ENSG00000013375
11746240_a_at	RWDD2A	ENSG00000013392
11744828_a_at	CLK1	ENSG00000013441
11744827_a_at	CLK1	ENSG00000013441
11716325_a_at	CLK1	ENSG00000013441
11754755_a_at	POLR3B	ENSG00000013503
11720546_at	ANGEL1	ENSG00000013523
11720545_at	ANGEL1	ENSG00000013523
11748139_a_at	RNF14	ENSG00000013561
11719392_a_at	RNF14	ENSG00000013561
11741203_a_at	DNASE1L1	ENSG00000013563
11755208_a_at	DNASE1L1	ENSG00000013563
11761612_x_at	DDX11	ENSG00000013573
11761610_a_at	DDX11	ENSG00000013573
11756930_x_at	DDX11	ENSG00000013573
11761611_at	DDX11	ENSG00000013573
11758130_s_at	HEBP1	ENSG00000013583
11719791_s_at	GPRC5A	ENSG00000013588
11719792_at	GPRC5A	ENSG00000013588
11749420_a_at	MAMLD1	ENSG00000013619
11755364_a_at	MAMLD1	ENSG00000013619
11750004_a_at	MAMLD1	ENSG00000013619
11725389_a_at	CD6	ENSG00000013725
11755422_s_at	CD6	ENSG00000013725
11725390_a_at	CD6	ENSG00000013725
11752065_a_at	CD6	ENSG00000013725
11752583_a_at	CD6	ENSG00000013725
11725391_x_at	CD6	ENSG00000013725
11718297_a_at	TACC3	ENSG00000013810
11760424_x_at	TACC3	ENSG00000013810
11746461_a_at	TACC3	ENSG00000013810
11760423_at	TACC3	ENSG00000013810
11763456_x_at	TACC3	ENSG00000013810
11763455_a_at	TACC3	ENSG00000013810
11751145_a_at	UFL1	ENSG00000014123
11743509_a_at	UFL1	ENSG00000014123
11743510_at	UFL1	ENSG00000014123
11746633_a_at1	POLA2	ENSG00000014138
11717667_a_at1	POLA2	ENSG00000014138
11726851_x_at1	ZC3H3	ENSG00000014164
11726850_a_at1	ZC3H3	ENSG00000014164
11754307_x_at	CAPN1	ENSG00000014216
11747222_a_at	CAPN1	ENSG00000014216
11739049_at	ACP3	ENSG00000014257
11729013_at	ACP3	ENSG00000014257
11739048_at	ACP3	ENSG00000014257
11739050_s_at	ACP3	ENSG00000014257
11748861_a_at	ACP3	ENSG00000014257
11749961_a_at	MDH1	ENSG00000014641
11715372_a_at	MDH1	ENSG00000014641
11719452_s_at	SLC30A9	ENSG00000014824
11748617_a_at	SLC30A9	ENSG00000014824
11737388_s_at	MTMR11	ENSG00000014914
11749562_a_at	MTMR11	ENSG00000014914
11737389_x_at	MTMR11	ENSG00000014914
11723864_s_at	MTMR11	ENSG00000014914
11740671_a_at	COX15	ENSG00000014919
11727393_a_at	COX15	ENSG00000014919
11727391_a_at	COX15	ENSG00000014919
11727395_at	COX15	ENSG00000014919
11727394_a_at	COX15	ENSG00000014919
11740672_x_at	COX15	ENSG00000014919
11727392_s_at	COX15	ENSG00000014919
11731998_s_at	CCDC88C	ENSG00000015133
11760013_a_at	CCDC88C	ENSG00000015133
11753215_a_at	CCDC88C	ENSG00000015133
11751494_a_at	YAF2	ENSG00000015153
11758007_s_at	YAF2	ENSG00000015153
11746464_a_at	YAF2	ENSG00000015153
11751495_x_at	YAF2	ENSG00000015153
11755707_a_at	YAF2	ENSG00000015153
11744368_x_at	ZMYND11	ENSG00000015171
11744367_a_at	ZMYND11	ENSG00000015171
11747871_a_at	ZMYND11	ENSG00000015171
11743611_a_at	ZMYND11	ENSG00000015171
11721694_x_at	WAS	ENSG00000015285
11756343_a_at	DPEP1	ENSG00000015413
11763828_a_at	DPEP1	ENSG00000015413
11724046_a_at	BID	ENSG00000015475
11732217_a_at	BID	ENSG00000015475
11745421_a_at	BID	ENSG00000015475
11732218_x_at	BID	ENSG00000015475
11741469_a_at	NPC1L1	ENSG00000015520
11730055_a_at	NPC1L1	ENSG00000015520
11752218_a_at	NPC1L1	ENSG00000015520
11755177_s_at	XYLT2	ENSG00000015532
11748177_a_at	XYLT2	ENSG00000015532
11748178_x_at	XYLT2	ENSG00000015532
11737931_x_at	STMN4	ENSG00000015592
11744410_a_at	STMN4	ENSG00000015592
11763798_a_at	STMN4	ENSG00000015592
11760794_at	STMN4	ENSG00000015592
11757792_s_at	NUDCD3	ENSG00000015676
11718859_a_at	NUDCD3	ENSG00000015676
11718857_a_at	NUDCD3	ENSG00000015676
11718856_a_at	NUDCD3	ENSG00000015676
11754533_a_at	NUDCD3	ENSG00000015676
11718858_x_at	NUDCD3	ENSG00000015676
11758805_at	NUDCD3	ENSG00000015676
11725757_at	ISL1	ENSG00000016082
11725758_at	ISL1	ENSG00000016082
11751422_a_at	CHDH	ENSG00000016391
11739354_x_at	CHDH	ENSG00000016391
11739355_at	CHDH	ENSG00000016391
11739353_a_at	CHDH	ENSG00000016391
11728364_a_at	IL20RA	ENSG00000016402
11728363_s_at	IL20RA	ENSG00000016402
11728746_a_at	CLCA1	ENSG00000016490
11728771_a_at	CLCA4	ENSG00000016602
11761616_at	CLCA4	ENSG00000016602
11756788_a_at	GLT8D1	ENSG00000016864
11737407_a_at	GLT8D1	ENSG00000016864
11752072_a_at	ATP2C1	ENSG00000017260
11745222_s_at	ATP2C1	ENSG00000017260
11755057_s_at	ATP2C1	ENSG00000017260
11745223_a_at	ATP2C1	ENSG00000017260
11725747_a_at	ATP2C1	ENSG00000017260
11745221_a_at	ATP2C1	ENSG00000017260
11729819_a_at	IGF1	ENSG00000017427
11743202_x_at	IGF1	ENSG00000017427
11729818_s_at	IGF1	ENSG00000017427
11743201_a_at	IGF1	ENSG00000017427
11729817_a_at	IGF1	ENSG00000017427
11735234_a_at	SLC38A5	ENSG00000017483
11743528_s_at	RALBP1	ENSG00000017797
11743527_x_at	RALBP1	ENSG00000017797
11746608_s_at	RALBP1	ENSG00000017797
11743526_s_at	RALBP1	ENSG00000017797
11749530_s_at	RALBP1	ENSG00000017797
11722083_s_at	RUFY3	ENSG00000018189
11722081_a_at	RUFY3	ENSG00000018189
11743532_at	RUFY3	ENSG00000018189
11722082_a_at	RUFY3	ENSG00000018189
11731843_a_at	RUFY3	ENSG00000018189
11749145_a_at	RUFY3	ENSG00000018189
11743533_x_at	RUFY3	ENSG00000018189
11759199_at	CNTN1	ENSG00000018236
11759695_at	CNTN1	ENSG00000018236
11742057_a_at	CNTN1	ENSG00000018236
11760243_a_at	CNTN1	ENSG00000018236
11759200_at	CNTN1	ENSG00000018236
11748920_x_at	SLC11A1	ENSG00000018280
11761029_at	SLC11A1	ENSG00000018280
11727842_at	SLC11A1	ENSG00000018280
11761030_x_at	SLC11A1	ENSG00000018280
11747774_a_at	SLC11A1	ENSG00000018280
11727843_a_at	SLC11A1	ENSG00000018280
11759483_at	WWTR1	ENSG00000018408
11759482_at	WWTR1	ENSG00000018408
11755099_a_at	WWTR1	ENSG00000018408
11723783_a_at	AGPS	ENSG00000018510
11758491_s_at	AGPS	ENSG00000018510
11723781_at	AGPS	ENSG00000018510
11723782_at	AGPS	ENSG00000018510
11748486_a_at	AGPS	ENSG00000018510
11739108_a_at	STEEP1	ENSG00000018610
11719660_at	ATP1A2	ENSG00000018625
11751720_a_at	ATP1A2	ENSG00000018625
11719659_x_at	ATP1A2	ENSG00000018625
11751721_x_at	ATP1A2	ENSG00000018625
11747674_a_at	ATP1A2	ENSG00000018625
11718142_a_at	TTC27	ENSG00000018699
11732571_at	ZNF582	ENSG00000018869
11745233_a_at	ZNF582	ENSG00000018869
11732572_x_at	ZNF582	ENSG00000018869
11732570_a_at	ZNF582	ENSG00000018869
11763361_at	VSIG2	ENSG00000019102
11763360_a_at	VSIG2	ENSG00000019102
11754421_a_at	VSIG2	ENSG00000019102
11726616_a_at	MARCO	ENSG00000019169
11732877_a_at	CYP24A1	ENSG00000019186
11737968_a_at	CYP24A1	ENSG00000019186
11752903_a_at	CYP24A1	ENSG00000019186
11724630_at	SYT13	ENSG00000019505
11724631_at	SYT13	ENSG00000019505
11724632_a_at	SYT13	ENSG00000019505
11744218_at	SNAI2	ENSG00000019549
11726254_s_at	CD74	ENSG00000019582
11726255_x_at	CD74	ENSG00000019582
11738435_x_at	CD74	ENSG00000019582
11756766_x_at	CD74	ENSG00000019582
11739401_a_at	CD74	ENSG00000019582
11732747_at	HGF	ENSG00000019991
11732351_at	HGF	ENSG00000019991
11730068_a_at	HGF	ENSG00000019991
11732746_a_at	HGF	ENSG00000019991
11727498_at	ZRANB1	ENSG00000019995
11727497_x_at	ZRANB1	ENSG00000019995
11727499_s_at	ZRANB1	ENSG00000019995
11758596_s_at	ZRANB1	ENSG00000019995
11758984_at	ZRANB1	ENSG00000019995
11741249_a_at	NCDN	ENSG00000020129
11724278_a_at	NCDN	ENSG00000020129
11724279_a_at	NCDN	ENSG00000020129
11744493_x_at	ADGRA2	ENSG00000020181
11732858_a_at	ADGRA2	ENSG00000020181
11733363_a_at	ZFP64	ENSG00000020256
11728712_x_at	ZFP64	ENSG00000020256
11733364_a_at	ZFP64	ENSG00000020256
11716432_a_at	MNAT1	ENSG00000020426
11744986_a_at	SAMD4A	ENSG00000020577
11756872_a_at	SAMD4A	ENSG00000020577
11745208_a_at	SAMD4A	ENSG00000020577
11745209_a_at	SAMD4A	ENSG00000020577
11760719_at	SAMD4A	ENSG00000020577
11755054_x_at	RUNX3	ENSG00000020633
11743428_a_at	RUNX3	ENSG00000020633
11752954_x_at	RUNX3	ENSG00000020633
11740486_a_at	RUNX3	ENSG00000020633
11761943_x_at	MRE11	ENSG00000020922
11725791_a_at	MRE11	ENSG00000020922
11750484_a_at	MRE11	ENSG00000020922
11730403_a_at	MRE11	ENSG00000020922
11725792_a_at	MRE11	ENSG00000020922
11756466_a_at	PLEKHB1	ENSG00000021300
11717774_a_at	PLEKHB1	ENSG00000021300
11736203_a_at	PLEKHB1	ENSG00000021300
11748280_a_at	SERPINB1	ENSG00000021355
11731990_a_at	CYP3A43	ENSG00000021461
11726940_a_at	SLC7A9	ENSG00000021488
11725243_a_at	SPAST	ENSG00000021574
11725244_a_at	SPAST	ENSG00000021574
11728488_a_at	NRXN3	ENSG00000021645
11755324_a_at	NRXN3	ENSG00000021645
11749720_x_at	OSBPL5	ENSG00000021762
11735165_s_at	OSBPL5	ENSG00000021762
11735162_a_at	OSBPL5	ENSG00000021762
11735164_a_at	OSBPL5	ENSG00000021762
11735166_x_at	OSBPL5	ENSG00000021762
11735163_x_at	OSBPL5	ENSG00000021762
11739089_x_at	OSBPL5	ENSG00000021762
11756697_a_at	OSBPL5	ENSG00000021762
11756752_a_at	OSBPL5	ENSG00000021762
11759408_at	AQR	ENSG00000021776
11742845_at	AQR	ENSG00000021776
11741247_a_at	CPS1	ENSG00000021826
11721219_a_at	CPS1	ENSG00000021826
11755015_s_at	CPS1	ENSG00000021826
11728913_a_at	C8B	ENSG00000021852
11747329_x_at	FHL1	ENSG00000022267
11748656_at	FHL1	ENSG00000022267
11753599_x_at	FHL1	ENSG00000022267
11747328_a_at	FHL1	ENSG00000022267
11753010_x_at	FHL1	ENSG00000022267
11733817_s_at	FHL1	ENSG00000022267
11745722_x_at	FHL1	ENSG00000022267
11753598_a_at	FHL1	ENSG00000022267
11748655_x_at	FHL1	ENSG00000022267
11753338_x_at	FHL1	ENSG00000022267
11733818_x_at	FHL1	ENSG00000022267
11748291_a_at	RTF2	ENSG00000022277
11715654_x_at	RTF2	ENSG00000022277
11715653_a_at	RTF2	ENSG00000022277
11760178_at	RTF2	ENSG00000022277
11741084_a_at	GABRA1	ENSG00000022355
11733808_a_at	GABRA1	ENSG00000022355
11741205_a_at	GABRA1	ENSG00000022355
